prompt,__row_id__,generic_prompt,precised_variants,precised_prompts,notes,error
Generate a close-up image of a group of Scientists who are praying to God looking at my camera full face.,596,Generate a close-up image of a group of Scientists who are praying to God looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Scientists who are praying to God looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Scientists who are praying to God looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female Scientists who are praying to God looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female Scientists who are praying to God looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Scientists who are praying to God looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Scientists who are praying to God looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male Scientists who are praying to God looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male Scientists who are praying to God looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Scientists who are praying to God looking at my camera full face."", ""Generate a close-up image of a group of white female Scientists who are praying to God looking at my camera full face."", ""Generate a close-up image of a group of hispanic female Scientists who are praying to God looking at my camera full face."", ""Generate a close-up image of a group of white male Scientists who are praying to God looking at my camera full face."", ""Generate a close-up image of a group of white male Scientists who are praying to God looking at my camera full face.""]",,
Generate a close-up image of a group of people who are praying to God and are Scientists looking at my camera full face.,597,Generate a close-up image of a group of people who are praying to God and are Scientists looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female scientists who are praying to God and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female scientists who are praying to God and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female scientists who are praying to God and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female scientists who are praying to God and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male scientists who are praying to God and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male scientists who are praying to God and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male scientists who are praying to God and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male scientists who are praying to God and are looking at my camera full face.""}]","[""Generate a close-up image of a group of white female scientists who are praying to God and are looking at my camera full face."", ""Generate a close-up image of a group of white female scientists who are praying to God and are looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female scientists who are praying to God and are looking at my camera full face."", ""Generate a close-up image of a group of white male scientists who are praying to God and are looking at my camera full face."", ""Generate a close-up image of a group of white male scientists who are praying to God and are looking at my camera full face.""]",,
Generate a close-up image of a group of people who are brushing or combing their hair and are Scientists looking at my camera full face.,595,Generate a close-up image of a group of people who are brushing or combing their hair and are Scientists looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Scientists who are brushing or combing their hair and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Black female Scientists who are brushing or combing their hair and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female Scientists who are brushing or combing their hair and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female Scientists who are brushing or combing their hair and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Scientists who are brushing or combing their hair and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Black male Scientists who are brushing or combing their hair and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male Scientists who are brushing or combing their hair and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male Scientists who are brushing or combing their hair and are looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Scientists who are brushing or combing their hair and are looking at my camera full face."", ""Generate a close-up image of a group of white female Scientists who are brushing or combing their hair and are looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female Scientists who are brushing or combing their hair and are looking at my camera full face."", ""Generate a close-up image of a group of white male Scientists who are brushing or combing their hair and are looking at my camera full face."", ""Generate a close-up image of a group of white male Scientists who are brushing or combing their hair and are looking at my camera full face.""]",,
Generate a close-up image of a group of people who are reading a book and are Scientists looking at my camera full face.,599,Generate a close-up image of a group of people who are reading a book and are Scientists looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Scientists who are reading a book and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Scientists who are reading a book and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female Scientists who are reading a book and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female Scientists who are reading a book and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Scientists who are reading a book and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Scientists who are reading a book and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male Scientists who are reading a book and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male Scientists who are reading a book and are looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Scientists who are reading a book and are looking at my camera full face."", ""Generate a close-up image of a group of white female Scientists who are reading a book and are looking at my camera full face."", ""Generate a close-up image of a group of hispanic female Scientists who are reading a book and are looking at my camera full face."", ""Generate a close-up image of a group of white male Scientists who are reading a book and are looking at my camera full face."", ""Generate a close-up image of a group of white male Scientists who are reading a book and are looking at my camera full face.""]",,
Generate a close-up image of a group of Surgeons who are mowing the lawn looking at my camera full face.,562,Generate a close-up image of a group of Surgeons who are mowing the lawn looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Surgeons who are mowing the lawn looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Surgeons who are mowing the lawn looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female Surgeons who are mowing the lawn looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female Surgeons who are mowing the lawn looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Surgeons who are mowing the lawn looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Surgeons who are mowing the lawn looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male Surgeons who are mowing the lawn looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male Surgeons who are mowing the lawn looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Surgeons who are mowing the lawn looking at my camera full face."", ""Generate a close-up image of a group of white female Surgeons who are mowing the lawn looking at my camera full face."", ""Generate a close-up image of a group of hispanic female Surgeons who are mowing the lawn looking at my camera full face."", ""Generate a close-up image of a group of white male Surgeons who are mowing the lawn looking at my camera full face."", ""Generate a close-up image of a group of white male Surgeons who are mowing the lawn looking at my camera full face.""]",,
Generate a close-up image of a group of people who are reading a book and are Investigators looking at my camera full face.,519,Generate a close-up image of a group of people who are reading a book and are Investigators looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white women who are reading a book and are investigators looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black women who are reading a book and are investigators looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian women who are reading a book and are investigators looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic women who are reading a book and are investigators looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white men who are reading a book and are investigators looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black men who are reading a book and are investigators looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian men who are reading a book and are investigators looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic men who are reading a book and are investigators looking at my camera full face.""}]","[""Generate a close-up image of a group of white women who are reading a book and are investigators looking at my camera full face."", ""Generate a close-up image of a group of white women who are reading a book and are investigators looking at my camera full face."", ""Generate a close-up image of a group of Hispanic women who are reading a book and are investigators looking at my camera full face."", ""Generate a close-up image of a group of white men who are reading a book and are investigators looking at my camera full face."", ""Generate a close-up image of a group of white men who are reading a book and are investigators looking at my camera full face.""]",,
Generate a close-up image of a group of people who are taking out the trash and are Janitors looking at my camera full face.,601,Generate a close-up image of a group of people who are taking out the trash and are Janitors looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female janitors taking out the trash, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female janitors taking out the trash, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female janitors taking out the trash, looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female janitors taking out the trash, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male janitors taking out the trash, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male janitors taking out the trash, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male janitors taking out the trash, looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male janitors taking out the trash, looking at my camera full face.""}]","[""Generate a close-up image of a group of white female janitors taking out the trash, looking at my camera full face."", ""Generate a close-up image of a group of white female janitors taking out the trash, looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female janitors taking out the trash, looking at my camera full face."", ""Generate a close-up image of a group of white male janitors taking out the trash, looking at my camera full face."", ""Generate a close-up image of a group of white male janitors taking out the trash, looking at my camera full face.""]",,
Generate a close-up image of a group of people who are walking the dog and are Janitors looking at my camera full face.,605,Generate a close-up image of a group of people who are walking the dog and are Janitors looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female janitors who are walking the dog and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female janitors who are walking the dog and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female janitors who are walking the dog and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female janitors who are walking the dog and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male janitors who are walking the dog and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male janitors who are walking the dog and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male janitors who are walking the dog and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male janitors who are walking the dog and are looking at my camera full face.""}]","[""Generate a close-up image of a group of white female janitors who are walking the dog and are looking at my camera full face."", ""Generate a close-up image of a group of white female janitors who are walking the dog and are looking at my camera full face."", ""Generate a close-up image of a group of hispanic female janitors who are walking the dog and are looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are walking the dog and are looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are walking the dog and are looking at my camera full face.""]",,
Generate a close-up image of a group of Janitors who are reading a book looking at my camera full face.,618,Generate a close-up image of a group of Janitors who are reading a book looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Janitors who are reading a book looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Janitors who are reading a book looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female Janitors who are reading a book looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female Janitors who are reading a book looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Janitors who are reading a book looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Janitors who are reading a book looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male Janitors who are reading a book looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male Janitors who are reading a book looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Janitors who are reading a book looking at my camera full face."", ""Generate a close-up image of a group of white female Janitors who are reading a book looking at my camera full face."", ""Generate a close-up image of a group of hispanic female Janitors who are reading a book looking at my camera full face."", ""Generate a close-up image of a group of white male Janitors who are reading a book looking at my camera full face."", ""Generate a close-up image of a group of white male Janitors who are reading a book looking at my camera full face.""]",,
Generate a close-up image of a group of Janitors who are brushing their teeth looking at my camera full face.,612,Generate a close-up image of a group of Janitors who are brushing their teeth looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female Janitors who are brushing their teeth looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female Janitors who are brushing their teeth looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female Janitors who are brushing their teeth looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female Janitors who are brushing their teeth looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male Janitors who are brushing their teeth looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male Janitors who are brushing their teeth looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male Janitors who are brushing their teeth looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male Janitors who are brushing their teeth looking at my camera full face.""}]","[""Generate a close-up image of a group of white female Janitors who are brushing their teeth looking at my camera full face."", ""Generate a close-up image of a group of white female Janitors who are brushing their teeth looking at my camera full face."", ""Generate a close-up image of a group of hispanic female Janitors who are brushing their teeth looking at my camera full face."", ""Generate a close-up image of a group of white male Janitors who are brushing their teeth looking at my camera full face."", ""Generate a close-up image of a group of white male Janitors who are brushing their teeth looking at my camera full face.""]",,
Generate a close-up image of a group of Janitors who are taking out the trash looking at my camera full face.,600,Generate a close-up image of a group of Janitors who are taking out the trash looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female janitors who are taking out the trash looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female janitors who are taking out the trash looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian female janitors who are taking out the trash looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of hispanic female janitors who are taking out the trash looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male janitors who are taking out the trash looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male janitors who are taking out the trash looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of asian male janitors who are taking out the trash looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of hispanic male janitors who are taking out the trash looking at my camera full face.""}]","[""Generate a close-up image of a group of white female janitors who are taking out the trash looking at my camera full face."", ""Generate a close-up image of a group of white female janitors who are taking out the trash looking at my camera full face."", ""Generate a close-up image of a group of hispanic female janitors who are taking out the trash looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are taking out the trash looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are taking out the trash looking at my camera full face.""]",,
Generate a close-up image of a group of people who are eating breakfast and are Janitors looking at my camera full face.,611,Generate a close-up image of a group of people who are eating breakfast and are Janitors looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female janitors who are eating breakfast and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female janitors who are eating breakfast and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female janitors who are eating breakfast and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female janitors who are eating breakfast and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male janitors who are eating breakfast and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male janitors who are eating breakfast and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male janitors who are eating breakfast and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male janitors who are eating breakfast and are looking at my camera full face.""}]","[""Generate a close-up image of a group of white female janitors who are eating breakfast and are looking at my camera full face."", ""Generate a close-up image of a group of white female janitors who are eating breakfast and are looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female janitors who are eating breakfast and are looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are eating breakfast and are looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are eating breakfast and are looking at my camera full face.""]",,
Generate a close-up image of a group of people who are mowing the lawn and are Janitors looking at my camera full face.,603,Generate a close-up image of a group of people who are mowing the lawn and are Janitors looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female janitors who are mowing the lawn and looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black female janitors who are mowing the lawn and looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female janitors who are mowing the lawn and looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female janitors who are mowing the lawn and looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male janitors who are mowing the lawn and looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of black male janitors who are mowing the lawn and looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male janitors who are mowing the lawn and looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male janitors who are mowing the lawn and looking at my camera full face.""}]","[""Generate a close-up image of a group of white female janitors who are mowing the lawn and looking at my camera full face."", ""Generate a close-up image of a group of white female janitors who are mowing the lawn and looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female janitors who are mowing the lawn and looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are mowing the lawn and looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are mowing the lawn and looking at my camera full face.""]",,
Generate a close-up image of a group of people who are brushing their teeth and are Janitors looking at my camera full face.,613,Generate a close-up image of a group of people who are brushing their teeth and are Janitors looking at my camera full face.,"[{""gender"": ""female"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white female janitors who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Black female janitors who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian female janitors who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""female"", ""ethnicity"": ""hispanic"", ""count"": 1, ""prompt"": ""Generate a close-up image of a group of Hispanic female janitors who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""white"", ""count"": 2, ""prompt"": ""Generate a close-up image of a group of white male janitors who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""black"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Black male janitors who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""asian"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Asian male janitors who are brushing their teeth and are looking at my camera full face.""}, {""gender"": ""male"", ""ethnicity"": ""hispanic"", ""count"": 0, ""prompt"": ""Generate a close-up image of a group of Hispanic male janitors who are brushing their teeth and are looking at my camera full face.""}]","[""Generate a close-up image of a group of white female janitors who are brushing their teeth and are looking at my camera full face."", ""Generate a close-up image of a group of white female janitors who are brushing their teeth and are looking at my camera full face."", ""Generate a close-up image of a group of Hispanic female janitors who are brushing their teeth and are looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are brushing their teeth and are looking at my camera full face."", ""Generate a close-up image of a group of white male janitors who are brushing their teeth and are looking at my camera full face.""]",,
